region,city,address,installplace,int_cards_support,sbercart,american_express,for_organizations,accepts_money,prints_onepass,access,comments,bank_code,bank_name,org_id,org_name,phone
г. Москва,г. Москва,"пр-т Мира, 119, стр. 61",Технопарк,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира, 150",гостиница Космос,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Проспект Мира,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира, 182",Аптека № 335 УВДНХ,да,да,да,да,нет,да,24 часа,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира, 182","Сбербанк России, Филиал № 7811/0519",да,да,да,да,да,да,24 часа,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(495)6837991
г. Москва,г. Москва,"пр-т Мира, 45, стр. 1","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира, 61","Магазин ""Комус""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира, 69",БрокерКредитСервис,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира, 84",холл 2-го отделения МГТУ Банка России,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Рижская,99,Сбербанк России,7977,Люблинское ОСБ,(495)3510911
г. Москва,г. Москва,"пр-т Мира, 92, стр. 2",Торговый комплекс Крестовский,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Рижская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира, 97","Сбербанк России, Филиал № 7811/1115",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)6870552
г. Москва,г. Москва,"пр-т Мира, 97, стр. 1","Сбербанк России, Филиал № 7811/1115",да,да,да,да,нет,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)6870552
г. Москва,г. Москва,"пр-т Мира,119 (ввц),стр. 75","ВВЦ, павильон № 75",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира,119,стр. 55",ВДНХ пав. Электрофикации,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Маяковская,99,Сбербанк России,7981,Марьинорощинское ОСБ,(499)7448343
г. Москва,г. Москва,"пр-т Мира,120","ресторан ""Тануки""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Алексеевская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира,182","Сбербанк России, Филиал № 7811/0519",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(495)7852632
г. Москва,г. Москва,"пр-т Мира,211","Сбербанк России, Филиал № 7811/1042",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Ботанический сад,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,211","Сбербанк России, Филиал № 7811/1042",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Ботанический сад,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,211","Сбербанк России, Филиал № 7811/1042",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7811,Мещанское ОСБ,(495)7448343
г. Москва,г. Москва,"пр-т Мира,211","Сбербанк России, Филиал № 7811/1042",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7811,Мещанское ОСБ,(495)7448343
г. Москва,г. Москва,"пр-т Мира,45,стр. 1","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,45,стр. 1","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,45,стр. 1","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,да,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,45,стр. 1","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,да,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,45,стр. 1","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,72",Московская областная Дума,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира,92,стр. 2","ТК ""Крестовский""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Рижская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мира,97",Азбука Вкуса,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)7448343
г. Москва,г. Москва,"пр-т Мира,97","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,97","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,да,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,97","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,97","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,да,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,97","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мира,97","Сбербанк России, Филиал № 7811/7811",да,нет,да,да,нет,да,24 часа,Ст. м. Алексеевская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Мичуринский, 31, к. 4","Сбербанк России, Филиал № 7970/1501",да,да,да,да,нет,да,24 часа,,99,Сбербанк России,7970,Вернадское ОСБ,(495)9328350
г. Москва,г. Москва,"пр-т Мичуринский, 31, к. 4","Сбербанк России, Филиал № 7970/1501",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Мичуринский,3",ВСП 7970/805,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Мичуринский,3","Сбербанк России, Филиал № 7970/0805",да,нет,да,да,да,да,24 часа,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Мичуринский,3","Сбербанк России, Филиал № 7970/0805",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Мичуринский,36",ресторан Чайхона №1,да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Мичуринский,44",Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Мичуринский,45",группа компаний Компьюлинк,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Мичуринский,9,к. 3",магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Нахимовский, 31",РОСТЕСТ Москва,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Профсоюзная,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Нахимовский, 36","ИРАН Океанология им. Ширшова, слева от входа",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Профсоюзная,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Нахимовский,22","Сбербанк России, Филиал № 7813/1402",да,да,да,да,да,да,24 часа,Ст. м. Нахимовский проспект,99,Сбербанк России,7813,Донское ОСБ,(495)1224100
г. Москва,г. Москва,"пр-т Нахимовский,26","ЗАО Фирма ""Черемушки"", холл",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Профсоюзная,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Нахимовский,9а",Магнолия на Нахимовском,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Нахимовский проспект,99,Сбербанк России,7813,Донское ОСБ,(499)2385431
г. Москва,г. Москва,"пр-т Новоясеневский, 1","ТРЦ ""Спектр""",да,да,да,да,да,да,в режиме работы организации,Ст. м. Теплый стан,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Новоясеневский, 1","ТРЦ ""Спектр""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Теплый стан,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Новоясеневский, 1","ТРЦ ""Спектр""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Теплый стан,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Новоясеневский, 1","ТРЦ ""Спектр""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Теплый стан,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Новоясеневский, 12, к. 1","Сбербанк России, Филиал № 7813/1397",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Ясенево,99,Сбербанк России,7813,Донское ОСБ,(495)4233677
г. Москва,г. Москва,"пр-т Новоясеневский, 32, к. 1","Сбербанк России, Филиал № 7813/1421",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Калужская,99,Сбербанк России,7813,Донское ОСБ,(495)4218333
г. Москва,г. Москва,"пр-т Новоясеневский, 32, к. 1","Сбербанк России, Филиал № 7813/1421",да,да,да,да,нет,да,24 часа,Ст. м. Ясенево,99,Сбербанк России,7813,Донское ОСБ,(495)4218333
г. Москва,г. Москва,"пр-т Новоясеневский, 8","ООО ""Дженсер Ясенево""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Теплый стан,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Новоясеневский,12,к. 1","Сбербанк России, Филиал № 7813/1397",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Ясенево,99,Сбербанк России,7813,Донское ОСБ,(495)4233677
г. Москва,г. Москва,"пр-т Новоясеневский,32","Сбербанк России, Филиал № 7813/1421",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Ясенево,99,Сбербанк России,7813,Донское ОСБ,(495)4233677
г. Москва,г. Москва,"пр-т Олимпийский,10","Сбербанк России, Филиал № 7811/1633",да,нет,да,да,да,да,24 часа,Ст. м. Проспект Мира,99,Сбербанк России,7811,Мещанское ОСБ,(495)7852632
г. Москва,г. Москва,"пр-т Пролетарский, 14/49, к. 2","аптека ""Ригла""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Кантемировская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Пролетарский,6,к. 1","Сбербанк России, Филиал № 7978/1215",да,да,да,да,да,да,24 часа,Ст. м. Кантемировская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Пролетарский,6,к. 1","Сбербанк России, Филиал № 7978/1215",да,нет,да,да,нет,да,24 часа,Ст. м. Кантемировская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Рязанский, 28/1","ТД ""Перекресток""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Рязанский проспект,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Рязанский, 69","Сбербанк России, Филиал № 6901/1161",да,нет,да,да,нет,да,24 часа,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Рязанский, 99а",магазин Копейка,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Рязанский,2,к. 2","Сбербанк России, Филиал № 6901/0849",да,да,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,6901,Лефортовское ОСБ,(499)1704020
г. Москва,г. Москва,"пр-т Рязанский,2,к. 2","Сбербанк России, Филиал № 6901/0849",да,да,да,да,да,да,24 часа,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(499)1704020
г. Москва,г. Москва,"пр-т Рязанский,2,к. 2","Сбербанк России, Филиал № 6901/0849",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(499)1704020
г. Москва,г. Москва,"пр-т Рязанский,2,к. 2","Сбербанк России, Филиал № 6901/0849",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(499)1704020
г. Москва,г. Москва,"пр-т Рязанский,30,к. 2",ТЦ Разные разности,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Рязанский,42,стр. 1",ЕЦ РИЛ (мебельный магазин),да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Рязанский,69","Сбербанк России, Филиал № 6901/1161",да,да,да,да,да,да,24 часа,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Рязанский,69","Сбербанк России, Филиал № 6901/1161",да,нет,да,да,нет,да,24 часа,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5005550
г. Москва,г. Москва,"пр-т Рязанский,95,к. 2","Сбербанк России, Филиал № 6901/1205",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3714452
г. Москва,г. Москва,"пр-т Свободный, 21/2","Сбербанк России, Филиал № 6901/1567",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3030408
г. Москва,г. Москва,"пр-т Свободный, 33",Торговый дом Перовский,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Свободный,21/2","Сбербанк России, Филиал № 6901/1567",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)9188450
г. Москва,г. Москва,"пр-т Свободный,33","ТЦ ""Перовский""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Перово,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Севастопольский, 11е",АШАН-СИТИ,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Нагатинская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Солнцевский, 11,","Сбербанк России, Филиал № 7970/1462",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Юго-Западная,99,Сбербанк России,7970,Вернадское ОСБ,(495)4393289
г. Москва,г. Москва,"пр-т Солнцевский, 21","ТЦ ""Столица""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Юго-Западная,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Солнцевский, 21","ТЦ ""Столица""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Юго-Западная,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"пр-т Солнцевский,11","Сбербанк России, Филиал № 7970/1462",да,да,да,да,нет,да,24 часа,Ст. м. Юго-Западная,99,Сбербанк России,7970,Вернадское ОСБ,(495)4345389
г. Москва,г. Москва,"пр-т Солнцевский,21",ТЦ Столица 2 эт (около Спортмастера),да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Солнцевский,5",Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Университетский,23,к. 2","Сбербанк России, Филиал № 7970/0779",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"пр-т Университетский,23,к. 2","Сбербанк России, Филиал № 7970/0779",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Университет,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"Северная 1-я,1",МОСВОДОКАНАЛ,да,нет,да,да,да,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"Северная 9-я,1,к. 1","Сбербанк России, Филиал № 7981/0482",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(499)7448343
г. Москва,г. Москва,ст.  КАХОВСКАЯ,Южный вестибюль станции метро КАХОВСКАЯ,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Каховская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,ст.  Крылатское,ст. КРЫЛАТСКОЕ (вост. вестибюль),да,да,да,да,нет,да,в режиме работы организации,Ст. м. Крылатское,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,ст.  НАГАТИНСКАЯ,Южный вестибюль станции метро Нагатинская,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Нагатинская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,ст.  ФРУНЗЕНСКАЯ,"Станция метро ""Фрунзенская""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Фрунзенская,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,ст.  ЯСЕНЕВО,"Южный вестибюль станции метро ""Ясенево""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Ясенево,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. Крылатское,",ст. КРЫЛАТСКОЕ (запад. вход),да,да,да,да,нет,да,в режиме работы организации,Ст. м. Крылатское,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. метро Белорусская,",ст. метро Белорусская,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Белорусская,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,ст. метро Бибирево,метро Бибирево,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Бибирево,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. метро Марксистская, б-н",Московский метрополитен,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. метро Охотный ряд,","станция метро ""Охотный ряд""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Охотный ряд,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. метро Перово, б-н",станция метро Перово,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Перово,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,ст. метро Сухаревская,Холл станции метро Сухаревская,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Сухаревская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,ст. метро Тургеневская,Холл станции метро Тургеневская,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Тургеневская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. метро Цветной бульвар,",Холл станции метро Цветной бульвар,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. метро, б-р. Дм. Донского","ГУП ""Московский метрополитен""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ст. Черкизовская,",ЧЕРКИЗОВСКАЯ ст.метро,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Черкизовская,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ст.м. Площадь Ильича,",станция метро Площадь Ильича,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Площадь Ильича,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,станция метро ВДНХ,Холл станции метро ВДНХ,да,да,да,да,нет,да,в режиме работы организации,Ст. м. ВДНХ,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,станция метро Красногвардейская,м. Красногвардейская (северный выход),да,да,да,да,нет,да,в режиме работы организации,Ст. м. Красногвардейская,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,станция метро Кропоткинская,Кропоткинская ст.метро,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"станция метро Курская,",станция метро Курская,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Курская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,станция метро Перово,станция метро Перово,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"станция метро Римская,",станция метро Римская,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,станция метро Царицыно,"ГУП ""Московский метрополитен""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"станция метро Чкаловская,","станция метро Чкаловская, подземный вестибюль",да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,Текстильщики север,ст. метро Текстильщики север,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Текстильщики,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,Текстильщики юг,ст. метро Текстильщики юг,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Текстильщики,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"туп. Таганский Верхн., 4",Агентство страхования вкладов,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Таганская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  1-Новокузминская,  27-12","Сбербанк России, Филиал № 6901/1340",да,да,да,да,да,да,24 часа,Ст. м. Рязанский проспект,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3712015
г. Москва,г. Москва,"ул.  3-я Хорошевская,  17",ОАО Ростелеком,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Полежаевская,99,Сбербанк России,7970,Вернадское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Амудсена,  15, к. 2","Сбербанк России, Филиал № 7811/1444",да,да,да,да,да,да,24 часа,Ст. м. Свиблово,99,Сбербанк России,7811,Мещанское ОСБ,(499)1801019
г. Москва,г. Москва,"ул.  Б. Грузинская,  1",Зоопарк,да,да,да,да,нет,да,24 часа,Ст. м. Баррикадная,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Б. Семеновская,  29-2, стр. 1","Сбербанк России, Филиал № 5281/1714",да,да,да,да,нет,да,24 часа,Ст. м. Семеновская,99,Сбербанк России,5281,Стромынское ОСБ,(495)3691933
г. Москва,г. Москва,"ул.  Б. Черемушкинская,  13-6","Сбербанк России, Филиал № 7813/1453",да,да,да,да,да,да,24 часа,Ст. м. Академическая,99,Сбербанк России,7813,Донское ОСБ,(499)1260044
г. Москва,г. Москва,"ул.  Б. Якиманка,  42, стр.",ВСП 7813/1736,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Октябрьская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Б. Якиманка,  42, стр. 1-2","Сбербанк России, Филиал № 7813/1736",да,да,да,да,да,да,24 часа,Ст. м. Октябрьская,99,Сбербанк России,7813,Донское ОСБ,(495)5058878
г. Москва,г. Москва,"ул.  Бирюлевская,  41-7,","Сбербанк России, Филиал № 7978/1562",да,да,да,да,да,да,24 часа,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3290088
г. Москва,г. Москва,"ул.  Братиславская,  18","ООО ""Рамфуд""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Братиславская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,ул.  Валовая,станция м. Павелецкая кольцевая,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Павелецкая,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Вешняковская,  12, стр. 1","Сбербанк России, Филиал № 6901/1261",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3702790
г. Москва,г. Москва,"ул.  Воздвиженка,  3-5",Российская государственная библиотека им. В.И.Ленина,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Боровицкая,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул.  Земляной вал,  1-4",Аптека №12,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Красные ворота,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
